"Date","Site","Salinity","Code","lat","lon","Year","Month","Nights_Fished","Hours_Fished","Weather","Subsample","Metacarcinus_magister_megalopae","Metacarcinus_magister_instar","TotalMmagister","CPUE_Night","CPUE_Hour","Error_Code","week","loc.lat"
2025-05-28,"Tofino",24.2127083333333,"TOF",49.151969,-125.89702,"2025","May",2,17,"Sunny,Windy","N",22,2,24,12,1.411764706,"None",22,"Tofino"
2025-05-29,"Echo Bay",26.5354166666667,"ECH",50.745688,-126.499202,"2025","May",2,17,"Overcast","N",0,0,0,0,0,"None",22,"Echo Bay"
2025-05-29,"Ford Cove",28.3872916666667,"FOR",49.497028,-124.67667,"2025","May",1,8,"Sunny","N",0,0,0,0,0,"None",22,"Ford Cove"
2025-05-29,"Hope Bay",25.9002083333333,"HOP",48.803253,-123.27521,"2025","May",1,8,"Rain,Overcast","N",2,0,2,2,0.25,"None",22,"Hope Bay"
2025-05-29,"Horseshoe Bay",17.7166666666667,"HOR",49.375655,-123.27313,"2025","May",2,16,"Rain,Overcast,Windy","N",0,0,0,0,0,"None",22,"Horseshoe Bay"
2025-05-29,"Whaler Bay",22.4254166666667,"WHA",48.884619,-123.32731,"2025","May",2,16,"Sunny","N",0,0,0,0,0,"None",22,"Whaler Bay"
2025-05-30,"Daajing Giids",25.84875,"DAA",53.252061,-132.07252,"2025","May",2,15,"Rain,Windy","N",0,0,0,0,0,"None",22,"Daajing Giids"
2025-05-30,"Indian Arm",10.773125,"IND",49.461387,-122.88625,"2025","May",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",22,"Indian Arm"
2025-05-30,"Miners Bay",24.5739583333333,"MIN",48.852116,-123.30153,"2025","May",2,17,"Sunny","N",0,0,0,0,0,"None",22,"Miners Bay"
2025-05-30,"Pender Harbour",21.2716666666667,"PDH",49.623357,-124.02568,"2025","May",1,8,"Overcast","N",1,0,1,1,0.125,"None",22,"Pender Harbour"
2025-05-30,"Port Moody",22.1733333333333,"MOO",49.30056,-122.87578,"2025","May",2,16,"Overcast","N",0,0,0,0,0,"None",22,"Port Moody"
2025-05-30,"Quathiaski Cove",28.0752083333333,"QUA",50.042604,-125.21604,"2025","May",2,16,"Overcast","Y",1338.666667,0,1338.666667,669.3333335,83.66666669,"None",22,"Quathiaski Cove"
2025-05-30,"Tofino",24.131875,"TOF",49.151969,-125.89702,"2025","May",2,16,"Rain","N",52,13,65,32.5,4.0625,"None",22,"Tofino"
2025-05-31,"Echo Bay",26.1633333333333,"ECH",50.745688,-126.499202,"2025","May",2,17,"Overcast","N",2,0,2,1,0.117647059,"None",22,"Echo Bay"
2025-05-31,"Ford Cove",28.2516666666667,"FOR",49.497028,-124.67667,"2025","May",1,8,"Rain","N",2,0,2,2,0.25,"None",22,"Ford Cove"
2025-05-31,"Hope Bay",25.8497916666667,"HOP",48.803253,-123.27521,"2025","May",1,8,"Rain","N",1,0,1,1,0.125,"None",22,"Hope Bay"
2025-05-31,"Horseshoe Bay",16.9272916666667,"HOR",49.375655,-123.27313,"2025","May",2,16,"Rain","N",0,0,0,0,0,"None",22,"Horseshoe Bay"
2025-05-31,"Whaler Bay",19.785,"WHA",48.884619,-123.32731,"2025","May",2,16,"Rain","N",0,0,0,0,0,"None",22,"Whaler Bay"
2025-06-01,"Indian Arm",9.44270833333333,"IND",49.461387,-122.88625,"2025","Jun",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",22,"Indian Arm"
2025-06-01,"Port Moody",20.701875,"MOO",49.30056,-122.87578,"2025","Jun",2,16,"Overcast","N",0,0,0,0,0,"None",22,"Port Moody"
2025-06-01,"Whaler Bay",15.569375,"WHA",48.884619,-123.32731,"2025","Jun",1,8,"Sunny","N",0,0,0,0,0,"None",22,"Whaler Bay"
2025-06-02,"Daajing Giids",26.37,"DAA",53.252061,-132.07252,"2025","Jun",2,15,"Overcast,Windy","N",0,0,0,0,0,"None",22,"Daajing Giids"
2025-06-02,"Echo Bay",26.0708333333333,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Sunny","N",1,0,1,0.5,0.058823529,"None",22,"Echo Bay"
2025-06-02,"Horseshoe Bay",16.4122916666667,"HOR",49.375655,-123.27313,"2025","Jun",2,16,"Sunny,Windy","N",0,0,0,0,0,"None",22,"Horseshoe Bay"
2025-06-02,"Miners Bay",18.674375,"MIN",48.852116,-123.30153,"2025","Jun",2,17,"Windy","N",0,0,0,0,0,"None",22,"Miners Bay"
2025-06-02,"Pender Harbour",23.2452083333333,"PDH",49.623357,-124.02568,"2025","Jun",1,8,"Sunny","N",1,0,1,1,0.125,"None",22,"Pender Harbour"
2025-06-02,"Quathiaski Cove",26.2910416666667,"QUA",50.042604,-125.21604,"2025","Jun",2,16,"Sunny","Y",432,0,432,216,27,"None",22,"Quathiaski Cove"
2025-06-02,"Tofino",24.2114583333333,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Sunny,Windy","N",117,51,168,84,10.5,"None",22,"Tofino"
2025-06-03,"Ford Cove",26.9633333333333,"FOR",49.497028,-124.67667,"2025","Jun",1,8,"Sunny","N",0,0,0,0,0,"None",22,"Ford Cove"
2025-06-03,"Hope Bay",22.4835416666667,"HOP",48.803253,-123.27521,"2025","Jun",1,8,"Sunny,Windy","N",0,0,0,0,0,"None",22,"Hope Bay"
2025-06-03,"Indian Arm",11.31375,"IND",49.461387,-122.88625,"2025","Jun",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",22,"Indian Arm"
2025-06-03,"Port Moody",20.8220833333333,"MOO",49.30056,-122.87578,"2025","Jun",2,16,"Sunny","N",0,0,0,0,0,"None",22,"Port Moody"
2025-06-03,"Whaler Bay",21.493125,"WHA",48.884619,-123.32731,"2025","Jun",2,16,"Sunny,Windy","N",2,0,2,1,0.125,"None",22,"Whaler Bay"
2025-06-04,"Daajing Giids",26.0345833333333,"DAA",53.252061,-132.07252,"2025","Jun",2,15,"Overcast","N",0,0,0,0,0,"None",23,"Daajing Giids"
2025-06-04,"Echo Bay",24.3570833333333,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Overcast","N",0,0,0,0,0,"None",23,"Echo Bay"
2025-06-04,"Horseshoe Bay",16.199375,"HOR",49.375655,-123.27313,"2025","Jun",2,16,"Overcast","N",1,0,1,0.5,0.0625,"None",23,"Horseshoe Bay"
2025-06-04,"Miners Bay",25.3741666666667,"MIN",48.852116,-123.30153,"2025","Jun",2,16,"Sunny","N",5,0,5,2.5,0.3125,"None",23,"Miners Bay"
2025-06-04,"Pender Harbour",25.3841666666667,"PDH",49.623357,-124.02568,"2025","Jun",1,8,"Overcast","N",6,0,6,6,0.75,"None",23,"Pender Harbour"
2025-06-04,"Quathiaski Cove",26.1758333333333,"QUA",50.042604,-125.21604,"2025","Jun",2,16,"Overcast","Y",181.3333333,0,181.3333333,90.66666665,11.33333333,"None",23,"Quathiaski Cove"
2025-06-04,"Tofino",24.22375,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Sunny","N",4,10,14,7,0.875,"None",23,"Tofino"
2025-06-05,"Ford Cove",27.0610416666667,"FOR",49.497028,-124.67667,"2025","Jun",1,8,"Sunny","N",50,0,50,50,6.25,"None",23,"Ford Cove"
2025-06-05,"Hope Bay",23.1279166666667,"HOP",48.803253,-123.27521,"2025","Jun",1,8,"Sunny,Windy","N",0,0,0,0,0,"None",23,"Hope Bay"
2025-06-05,"Indian Arm",13.734375,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Sunny,Windy","N",0,0,0,0,0,"None",23,"Indian Arm"
2025-06-06,"Daajing Giids",26.3739583333333,"DAA",53.252061,-132.07252,"2025","Jun",2,15,"Sunny","N",0,0,0,0,0,"None",23,"Daajing Giids"
2025-06-06,"Echo Bay",24.6835416666667,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Overcast","N",0,0,0,0,0,"None",23,"Echo Bay"
2025-06-06,"Ford Cove",26.975,"FOR",49.497028,-124.67667,"2025","Jun",1,8,"Sunny","N",190,1,191,191,23.875,"None",23,"Ford Cove"
2025-06-06,"Horseshoe Bay",16.360625,"HOR",49.375655,-123.27313,"2025","Jun",2,16,"Sunny","N",0,0,0,0,0,"None",23,"Horseshoe Bay"
2025-06-06,"Miners Bay",21.1789583333333,"MIN",48.852116,-123.30153,"2025","Jun",2,16,"Sunny","N",16,0,16,8,1,"None",23,"Miners Bay"
2025-06-06,"Pender Harbour",26.1620833333333,"PDH",49.623357,-124.02568,"2025","Jun",1,8,"Sunny,Windy","N",3,0,3,3,0.375,"None",23,"Pender Harbour"
2025-06-06,"Port Moody",20.7891666666667,"MOO",49.30056,-122.87578,"2025","Jun",2,16,"Sunny","N",0,0,0,0,0,"None",23,"Port Moody"
2025-06-06,"Quathiaski Cove",25.8789583333333,"QUA",50.042604,-125.21604,"2025","Jun",2,16,"Sunny,Windy","Y",533.3333333,0,533.3333333,266.6666667,33.33333333,"None",23,"Quathiaski Cove"
2025-06-07,"Hope Bay",22.2272916666667,"HOP",48.803253,-123.27521,"2025","Jun",1,8,"Sunny,Windy","N",0,0,0,0,0,"None",23,"Hope Bay"
2025-06-08,"Echo Bay",25.3597916666667,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Overcast","N",1,0,1,0.5,0.058823529,"None",23,"Echo Bay"
2025-06-08,"Horseshoe Bay",13.2845833333333,"HOR",49.375655,-123.27313,"2025","Jun",2,16,"Sunny","N",1,0,1,0.5,0.0625,"None",23,"Horseshoe Bay"
2025-06-08,"Indian Arm",11.235,"IND",49.461387,-122.88625,"2025","Jun",3,24,"Sunny","N",0,0,0,0,0,"None",23,"Indian Arm"
2025-06-08,"Port Moody",20.8010416666667,"MOO",49.30056,-122.87578,"2025","Jun",2,16,"Sunny","N",0,0,0,0,0,"None",23,"Port Moody"
2025-06-08,"Silva Bay",25.24,"SIL",49.149062,-123.69713,"2025","Jun",1,8,"Sunny,Windy","N",137,0,137,137,17.125,"None",23,"Silva Bay"
2025-06-09,"Daajing Giids",26.5070833333333,"DAA",53.252061,-132.07252,"2025","Jun",2,15,"Overcast,Windy","N",0,0,0,0,0,"None",23,"Daajing Giids"
2025-06-09,"Miners Bay",20.2291666666667,"MIN",48.852116,-123.30153,"2025","Jun",2,16,"Sunny","N",2,0,2,1,0.125,"None",23,"Miners Bay"
2025-06-09,"Pender Harbour",26.900625,"PDH",49.623357,-124.02568,"2025","Jun",1,8,"Sunny,Windy","N",8,0,8,8,1,"None",23,"Pender Harbour"
2025-06-09,"Quathiaski Cove",26.2054166666667,"QUA",50.042604,-125.21604,"2025","Jun",2,15,"Sunny,Windy","N",547,0,547,273.5,36.46666667,"None",23,"Quathiaski Cove"
2025-06-09,"Tofino",24.526875,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Sunny","N",1,1,2,1,0.125,"None",23,"Tofino"
2025-06-10,"Echo Bay",25.8772916666667,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Overcast","N",13,1,14,7,0.823529412,"None",23,"Echo Bay"
2025-06-10,"Ford Cove",27.178125,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Sunny,Windy","N",22,1,23,23,3.066666667,"None",23,"Ford Cove"
2025-06-10,"Hope Bay",21.741875,"HOP",48.803253,-123.27521,"2025","Jun",1,7.5,"Sunny","N",1,0,1,1,0.133333333,"None",23,"Hope Bay"
2025-06-10,"Horseshoe Bay",11.9789583333333,"HOR",49.375655,-123.27313,"2025","Jun",2,16,"Sunny","N",1,1,2,1,0.125,"None",23,"Horseshoe Bay"
2025-06-10,"Indian Arm",10.2620833333333,"IND",49.461387,-122.88625,"2025","Jun",2,16.5,"Sunny","N",0,0,0,0,0,"None",23,"Indian Arm"
2025-06-10,"Port Moody",22.0520833333333,"MOO",49.30056,-122.87578,"2025","Jun",2,15,"Sunny,Windy","N",1,0,1,0.5,0.066666667,"None",23,"Port Moody"
2025-06-10,"Silva Bay",25.6033333333333,"SIL",49.149062,-123.69713,"2025","Jun",2,16,"Sunny,Windy","N",240,1,241,120.5,15.0625,"None",23,"Silva Bay"
2025-06-11,"Daajing Giids",26.5958333333333,"DAA",53.252061,-132.07252,"2025","Jun",2,14,"Sunny","N",0,0,0,0,0,"None",24,"Daajing Giids"
2025-06-11,"Miners Bay",22.0522916666667,"MIN",48.852116,-123.30153,"2025","Jun",2,15,"Sunny","N",23,0,23,11.5,1.533333333,"None",24,"Miners Bay"
2025-06-11,"Quathiaski Cove",25.9422916666667,"QUA",50.042604,-125.21604,"2025","Jun",2,15,"Sunny,Windy","N",162,0,162,81,10.8,"None",24,"Quathiaski Cove"
2025-06-12,"Echo Bay",23.5810416666667,"ECH",50.745688,-126.499202,"2025","Jun",2,15,"Overcast","N",5,0,5,2.5,0.333333333,"None",24,"Echo Bay"
2025-06-12,"Ford Cove",27.229375,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Overcast","N",24,0,24,24,3.2,"None",24,"Ford Cove"
2025-06-12,"Hope Bay",23.4147916666667,"HOP",48.803253,-123.27521,"2025","Jun",1,7.5,"Overcast","N",0,0,0,0,0,"None",24,"Hope Bay"
2025-06-12,"Horseshoe Bay",18.8775,"HOR",49.375655,-123.27313,"2025","Jun",2,15,"Overcast,Windy","N",0,0,0,0,0,"None",24,"Horseshoe Bay"
2025-06-12,"Indian Arm",7.66395833333333,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Overcast,Windy","N",0,0,0,0,0,"None",24,"Indian Arm"
2025-06-12,"Pender Harbour",27.1079166666667,"PDH",49.623357,-124.02568,"2025","Jun",1,7.5,"Overcast","N",6,1,7,7,0.933333333,"None",24,"Pender Harbour"
2025-06-12,"Silva Bay",24.5141666666667,"SIL",49.149062,-123.69713,"2025","Jun",2,15,"Overcast","N",28,8,36,18,2.4,"None",24,"Silva Bay"
2025-06-12,"Whaler Bay",20.6341666666667,"WHA",48.884619,-123.32731,"2025","Jun",2,15,"Overcast","N",48,1,49,24.5,3.266666667,"None",24,"Whaler Bay"
2025-06-13,"Daajing Giids",26.655,"DAA",53.252061,-132.07252,"2025","Jun",2,14,"Overcast","N",0,0,0,0,0,"None",24,"Daajing Giids"
2025-06-13,"Miners Bay",23.4047916666667,"MIN",48.852116,-123.30153,"2025","Jun",2,15,"Overcast","N",11,0,11,5.5,0.733333333,"None",24,"Miners Bay"
2025-06-13,"Pender Harbour",23.9808333333333,"PDH",49.623357,-124.02568,"2025","Jun",1,7.5,"Overcast,Windy","N",22,0,22,22,2.933333333,"None",24,"Pender Harbour"
2025-06-13,"Port Moody",22.8495833333333,"MOO",49.30056,-122.87578,"2025","Jun",2,15,"Overcast,Windy","N",16,0,16,8,1.066666667,"None",24,"Port Moody"
2025-06-13,"Quathiaski Cove",26.1977083333333,"QUA",50.042604,-125.21604,"2025","Jun",2,15,"Sunny","Y",554.6666667,0,554.6666667,277.3333334,36.97777778,"None",24,"Quathiaski Cove"
2025-06-13,"Tofino",24.880625,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Overcast","N",0,0,0,0,0,"BAT",24,"Tofino"
2025-06-14,"Echo Bay",23.0570833333333,"ECH",50.745688,-126.499202,"2025","Jun",2,17,"Overcast","N",0,0,0,0,0,"None",24,"Echo Bay"
2025-06-14,"Ford Cove",27.3245833333333,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Sunny","N",10,0,10,10,1.333333333,"None",24,"Ford Cove"
2025-06-14,"Hope Bay",25.0545833333333,"HOP",48.803253,-123.27521,"2025","Jun",1,7.5,"Overcast","N",1,0,1,1,0.133333333,"None",24,"Hope Bay"
2025-06-14,"Horseshoe Bay",14.5170833333333,"HOR",49.375655,-123.27313,"2025","Jun",2,15,"Overcast","N",7,0,7,3.5,0.466666667,"None",24,"Horseshoe Bay"
2025-06-14,"Indian Arm",11.645625,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Sunny","N",0,0,0,0,0,"None",24,"Indian Arm"
2025-06-14,"Silva Bay",22.9047916666667,"SIL",49.149062,-123.69713,"2025","Jun",2,15,"Overcast","N",16,3,19,9.5,1.266666667,"None",24,"Silva Bay"
2025-06-14,"Whaler Bay",22.1408333333333,"WHA",48.884619,-123.32731,"2025","Jun",2,15,"Sunny","N",29,6,35,17.5,2.333333333,"None",24,"Whaler Bay"
2025-06-15,"Port Moody",22.7808333333333,"MOO",49.30056,-122.87578,"2025","Jun",2,15,"Sunny","N",14,4,18,9,1.2,"None",24,"Port Moody"
2025-06-15,"Silva Bay",22.5970833333333,"SIL",49.149062,-123.69713,"2025","Jun",1,7.5,"Sunny","N",17,0,17,17,2.266666667,"None",24,"Silva Bay"
2025-06-16,"Daajing Giids",26.7427083333333,"DAA",53.252061,-132.07252,"2025","Jun",2,14,"Overcast","N",0,0,0,0,0,"None",24,"Daajing Giids"
2025-06-16,"Echo Bay",20.320625,"ECH",50.745688,-126.499202,"2025","Jun",2,15,"Overcast","N",0,0,0,0,0,"None",24,"Echo Bay"
2025-06-16,"Ford Cove",27.3625,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Overcast","N",6,0,6,6,0.8,"None",24,"Ford Cove"
2025-06-16,"Horseshoe Bay",12.5514583333333,"HOR",49.375655,-123.27313,"2025","Jun",2,15,"Overcast","N",41,6,47,23.5,3.133333333,"None",24,"Horseshoe Bay"
2025-06-16,"Indian Arm",11.319375,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Sunny,Windy","N",1,0,1,0.5,0.066666667,"None",24,"Indian Arm"
2025-06-16,"Miners Bay",24.64,"MIN",48.852116,-123.30153,"2025","Jun",2,15,"Sunny","N",85,0,85,42.5,5.666666667,"None",24,"Miners Bay"
2025-06-16,"Pender Harbour",22.7545833333333,"PDH",49.623357,-124.02568,"2025","Jun",1,7.5,"Overcast","N",12,0,12,12,1.6,"None",24,"Pender Harbour"
2025-06-16,"Quathiaski Cove",26.334375,"QUA",50.042604,-125.21604,"2025","Jun",2,15,"Overcast","N",74,0,74,37,4.933333333,"None",24,"Quathiaski Cove"
2025-06-16,"Whaler Bay",25.4870833333333,"WHA",48.884619,-123.32731,"2025","Jun",2,15,"Sunny","N",30,3,33,16.5,2.2,"None",24,"Whaler Bay"
2025-06-17,"Ford Cove",27.5985416666667,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Overcast","N",2,0,2,2,0.266666667,"None",24,"Ford Cove"
2025-06-17,"Hope Bay",26.16125,"HOP",48.803253,-123.27521,"2025","Jun",1,7.5,"Overcast","N",43,10,53,53,7.066666667,"None",24,"Hope Bay"
2025-06-17,"Port Moody",22.976875,"MOO",49.30056,-122.87578,"2025","Jun",2,15,"Overcast,Windy","N",8,4,12,6,0.8,"None",24,"Port Moody"
2025-06-17,"Silva Bay",21.4283333333333,"SIL",49.149062,-123.69713,"2025","Jun",2,15,"Overcast","N",46,0,46,23,3.066666667,"None",24,"Silva Bay"
2025-06-17,"Tofino",24.8122916666667,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Rain","N",0,1,1,0.5,0.0625,"None",24,"Tofino"
2025-06-18,"Daajing Giids",26.7745833333333,"DAA",53.252061,-132.07252,"2025","Jun",2,14,"Overcast","N",0,0,0,0,0,"None",25,"Daajing Giids"
2025-06-18,"Echo Bay",18.8433333333333,"ECH",50.745688,-126.499202,"2025","Jun",2,15,"Overcast","N",0,0,0,0,0,"None",25,"Echo Bay"
2025-06-18,"Horseshoe Bay",11.6985416666667,"HOR",49.375655,-123.27313,"2025","Jun",2,15,"Overcast","N",14,1,15,7.5,1,"None",25,"Horseshoe Bay"
2025-06-18,"Indian Arm",13.7972916666667,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Sunny","N",7,1,8,4,0.533333333,"None",25,"Indian Arm"
2025-06-18,"Pender Harbour",20.4614583333333,"PDH",49.623357,-124.02568,"2025","Jun",1,7.5,"Sunny,Overcast","N",8,0,8,8,1.066666667,"None",25,"Pender Harbour"
2025-06-18,"Quathiaski Cove",26.1920833333333,"QUA",50.042604,-125.21604,"2025","Jun",2,15,"Sunny","N",66,0,66,33,4.4,"None",25,"Quathiaski Cove"
2025-06-19,"Ford Cove",27.8308333333333,"FOR",49.497028,-124.67667,"2025","Jun",1,7.5,"Sunny","N",1,0,1,1,0.133333333,"None",25,"Ford Cove"
2025-06-19,"Hope Bay",26.3322916666667,"HOP",48.803253,-123.27521,"2025","Jun",1,7.5,"Sunny","N",28,0,28,28,3.733333333,"None",25,"Hope Bay"
2025-06-19,"Silva Bay",17.406875,"SIL",49.149062,-123.69713,"2025","Jun",2,15,"Sunny","Y",1141.333333,3,1144.333333,572.1666665,76.28888887,"None",25,"Silva Bay"
2025-06-19,"Tofino",24.4641666666667,"TOF",49.151969,-125.89702,"2025","Jun",2,16,"Overcast","N",0,0,0,0,0,"None",25,"Tofino"
2025-06-19,"Whaler Bay",25.6672916666667,"WHA",48.884619,-123.32731,"2025","Jun",3,25.5,"Sunny","N",137,5,142,47.33333333,5.568627451,"None",25,"Whaler Bay"
2025-06-20,"Daajing Giids",26.8591666666667,"DAA",53.252061,-132.07252,"2025","Jun",2,15,"Sunny","N",0,0,0,0,0,"None",25,"Daajing Giids"
2025-06-20,"Echo Bay",20.5360416666667,"ECH",50.745688,-126.499202,"2025","Jun",2,15,"Overcast","N",0,0,0,0,0,"None",25,"Echo Bay"
2025-06-20,"Indian Arm",15.1089583333333,"IND",49.461387,-122.88625,"2025","Jun",2,15,"Rain,Windy","N",9,2,11,5.5,0.733333333,"None",25,"Indian Arm"
2025-06-20,"Miners Bay",24.2245833333333,"MIN",48.852116,-123.30153,"2025","Jun",2,15,"Overcast","N",168,0,168,84,11.2,"None",25,"Miners Bay"
2025-06-20,"Pender Harbour",20.7385416666667,"PDH",49.623357,-124.02568,"2025","Jun",1,7.5,"Overcast","N",6,0,6,6,0.8,"None",25,"Pender Harbour"
