"Date","Site","Salinity","Code","lat","lon","Year","Month","Nights_Fished","Hours_Fished","Weather","Subsample","Metacarcinus_magister_megalopae","Metacarcinus_magister_instar","TotalMmagister","CPUE_Night","CPUE_Hour","Error_Code","week","loc.lat"
2025-07-15,"Hope Bay",22.8077083333333,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Sunny","N",124,19,143,143,16.82352941,"None",28,"Hope Bay"
2025-07-15,"Silva Bay",22.14,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny,Windy","N",1,2,3,1.5,0.176470588,"None",28,"Silva Bay"
2025-07-16,"Daajing Giids",27.0364583333333,"DAA",53.252061,-132.07252,"2025","Jul",2,14,"Sunny","N",0,0,0,0,0,"None",29,"Daajing Giids"
2025-07-16,"Echo Bay",23.2816666666667,"ECH",50.745688,-126.499202,"2025","Jul",2,17,"Rain","N",2,1,3,1.5,0.176470588,"None",29,"Echo Bay"
2025-07-16,"Horseshoe Bay",12.6035416666667,"HOR",49.375655,-123.27313,"2025","Jul",2,17,"Sunny","N",0,0,0,0,0,"None",29,"Horseshoe Bay"
2025-07-16,"Indian Arm",17.8270833333333,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",29,"Indian Arm"
2025-07-16,"Miners Bay",21.3795833333333,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Sunny","N",50,1,51,25.5,3,"None",29,"Miners Bay"
2025-07-16,"Pender Harbour",25.1345833333333,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",29,"Pender Harbour"
2025-07-16,"Port Moody",22.54125,"MOO",49.30056,-122.87578,"2025","Jul",2,17,"Sunny","N",3,2,5,2.5,0.294117647,"None",29,"Port Moody"
2025-07-16,"Quathiaski Cove",25.4,"QUA",50.042604,-125.21604,"2025","Jul",2,17,"Sunny","N",25,0,25,12.5,1.470588235,"None",29,"Quathiaski Cove"
2025-07-17,"Ford Cove",23.4666666666667,"FOR",49.497028,-124.67667,"2025","Jul",1,7.5,"Sunny","N",0,0,0,0,0,"None",29,"Ford Cove"
2025-07-17,"Hope Bay",23.0760416666667,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Sunny","N",28,1,29,29,3.411764706,"None",29,"Hope Bay"
2025-07-17,"Silva Bay",23.9477083333333,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny","N",6,1,7,3.5,0.411764706,"None",29,"Silva Bay"
2025-07-18,"Daajing Giids",27.1189583333333,"DAA",53.252061,-132.07252,"2025","Jul",2,15,"Overcast","N",0,0,0,0,0,"None",29,"Daajing Giids"
2025-07-18,"Echo Bay",22.1579166666667,"ECH",50.745688,-126.499202,"2025","Jul",2,17,"Overcast","N",0,2,2,1,0.117647059,"None",29,"Echo Bay"
2025-07-18,"Indian Arm",18.34625,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",2,1,3,1.5,0.176470588,"None",29,"Indian Arm"
2025-07-18,"Miners Bay",20.1289583333333,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Overcast","N",40,2,42,21,2.470588235,"None",29,"Miners Bay"
2025-07-18,"Pender Harbour",26.2654166666667,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Overcast,Windy","N",1,0,1,1,0.117647059,"None",29,"Pender Harbour"
2025-07-18,"Port Moody",22.563125,"MOO",49.30056,-122.87578,"2025","Jul",2,17,"Overcast","N",3,2,5,2.5,0.294117647,"None",29,"Port Moody"
2025-07-18,"Quathiaski Cove",24.8883333333333,"QUA",50.042604,-125.21604,"2025","Jul",2,17,"Sunny,Overcast","N",239,0,239,119.5,14.05882353,"None",29,"Quathiaski Cove"
2025-07-18,"Tofino",24.276875,"TOF",49.151969,-125.89702,"2025","Jul",2,17,"Sunny","N",0,0,0,0,0,"None",29,"Tofino"
2025-07-19,"Hope Bay",23.229375,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Overcast","N",381,19,400,400,47.05882353,"None",29,"Hope Bay"
2025-07-19,"Silva Bay",22.866875,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Overcast,Windy","N",1,1,2,1,0.117647059,"None",29,"Silva Bay"
2025-07-20,"Echo Bay",21.58,"ECH",50.745688,-126.499202,"2025","Jul",2,17,"Overcast","N",0,1,1,0.5,0.058823529,"None",29,"Echo Bay"
2025-07-20,"Ford Cove",23.6052083333333,"FOR",49.497028,-124.67667,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",29,"Ford Cove"
2025-07-20,"Horseshoe Bay",17.5079166666667,"HOR",49.375655,-123.27313,"2025","Jul",2,17,"Overcast","N",14,1,15,7.5,0.882352941,"None",29,"Horseshoe Bay"
2025-07-20,"Indian Arm",20.2789583333333,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",18,1,19,9.5,1.117647059,"None",29,"Indian Arm"
2025-07-20,"Port Moody",23.0725,"MOO",49.30056,-122.87578,"2025","Jul",2,17,"Overcast","N",6,7,13,6.5,0.764705882,"None",29,"Port Moody"
2025-07-20,"Silva Bay",23.2960416666667,"SIL",49.149062,-123.69713,"2025","Jul",1,8.5,"Overcast","N",0,0,0,0,0,"None",29,"Silva Bay"
2025-07-20,"Whaler Bay",24.4416666666667,"WHA",48.884619,-123.32731,"2025","Jul",2,17,"Sunny,Windy","N",21,5,26,13,1.529411765,"None",29,"Whaler Bay"
2025-07-21,"Daajing Giids",27.1389583333333,"DAA",53.252061,-132.07252,"2025","Jul",2,15,"Sunny","N",0,0,0,0,0,"None",29,"Daajing Giids"
2025-07-21,"Miners Bay",24.010625,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Sunny","N",48,2,50,25,2.941176471,"None",29,"Miners Bay"
2025-07-21,"Pender Harbour",24.9814583333333,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",29,"Pender Harbour"
2025-07-21,"Tofino",24.23375,"TOF",49.151969,-125.89702,"2025","Jul",2,17,"Overcast","N",0,0,0,0,0,"None",29,"Tofino"
2025-07-21,"Whaler Bay",25.296875,"WHA",48.884619,-123.32731,"2025","Jul",1,8.5,"Sunny","N",2,3,5,5,0.588235294,"None",29,"Whaler Bay"
2025-07-22,"Echo Bay",22.5179166666667,"ECH",50.745688,-126.499202,"2025","Jul",2,17,"Overcast","N",4,0,4,2,0.235294118,"None",29,"Echo Bay"
2025-07-22,"Ford Cove",24.095625,"FOR",49.497028,-124.67667,"2025","Jul",1,7.5,"Sunny","N",0,0,0,0,0,"None",29,"Ford Cove"
2025-07-22,"Hope Bay",25.1275,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Sunny","N",1297,36,1333,1333,156.8235294,"None",29,"Hope Bay"
2025-07-22,"Horseshoe Bay",14.23875,"HOR",49.375655,-123.27313,"2025","Jul",2,17,"Sunny,Overcast","N",1,5,6,3,0.352941176,"None",29,"Horseshoe Bay"
2025-07-22,"Indian Arm",21.2033333333333,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",9,13,22,11,1.294117647,"None",29,"Indian Arm"
2025-07-22,"Silva Bay",25.5102083333333,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny,Windy","N",2,0,2,1,0.117647059,"None",29,"Silva Bay"
2025-07-23,"Daajing Giids",27.1289583333333,"DAA",53.252061,-132.07252,"2025","Jul",2,15,"Sunny","N",0,0,0,0,0,"None",30,"Daajing Giids"
2025-07-23,"Miners Bay",25.1670833333333,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Sunny","N",12,0,12,6,0.705882353,"None",30,"Miners Bay"
2025-07-23,"Pender Harbour",24.1789583333333,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Sunny","N",3,0,3,3,0.352941176,"None",30,"Pender Harbour"
2025-07-23,"Port Moody",23.4929166666667,"MOO",49.30056,-122.87578,"2025","Jul",2,17,"Sunny","N",2,0,2,1,0.117647059,"None",30,"Port Moody"
2025-07-23,"Quathiaski Cove",25.4,"QUA",50.042604,-125.21604,"2025","Jul",2,17,"Sunny","N",4,0,4,2,0.235294118,"None",30,"Quathiaski Cove"
2025-07-23,"Whaler Bay",26.3341666666667,"WHA",48.884619,-123.32731,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",30,"Whaler Bay"
2025-07-24,"Echo Bay",24.3933333333333,"ECH",50.745688,-126.499202,"2025","Jul",2,15,"Overcast","N",6,0,6,3,0.4,"None",30,"Echo Bay"
2025-07-24,"Hope Bay",25.5927083333333,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Sunny,Windy","N",788,74,862,862,101.4117647,"None",30,"Hope Bay"
2025-07-24,"Indian Arm",21.2729166666667,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",1,1,2,1,0.117647059,"None",30,"Indian Arm"
2025-07-24,"Silva Bay",23.0416666666667,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny","N",9,5,14,7,0.823529412,"None",30,"Silva Bay"
2025-07-25,"Daajing Giids",27.1327083333333,"DAA",53.252061,-132.07252,"2025","Jul",1,7.5,"Overcast","N",0,0,0,0,0,"None",30,"Daajing Giids"
2025-07-25,"Miners Bay",25.2216666666667,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Sunny","N",3,0,3,1.5,0.176470588,"None",30,"Miners Bay"
2025-07-25,"Whaler Bay",26.449375,"WHA",48.884619,-123.32731,"2025","Jul",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",30,"Whaler Bay"
2025-07-26,"Echo Bay",24.9745833333333,"ECH",50.745688,-126.499202,"2025","Jul",2,15,"Overcast","N",45,0,45,22.5,3,"None",30,"Echo Bay"
2025-07-26,"Horseshoe Bay",14.1960416666667,"HOR",49.375655,-123.27313,"2025","Jul",2,17,"Overcast","N",0,0,0,0,0,"None",30,"Horseshoe Bay"
2025-07-26,"Indian Arm",21.6722916666667,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny","N",0,0,0,0,0,"None",30,"Indian Arm"
2025-07-26,"Pender Harbour",22.6695833333333,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Overcast","N",1,0,1,1,0.117647059,"None",30,"Pender Harbour"
2025-07-26,"Silva Bay",24.2079166666667,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny","N",0,0,0,0,0,"None",30,"Silva Bay"
2025-07-26,"Tofino",23.9508333333333,"TOF",49.151969,-125.89702,"2025","Jul",2,17,"Overcast","N",0,0,0,0,0,"None",30,"Tofino"
2025-07-27,"Silva Bay",24.1608333333333,"SIL",49.149062,-123.69713,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",30,"Silva Bay"
2025-07-27,"Whaler Bay",26.631875,"WHA",48.884619,-123.32731,"2025","Jul",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",30,"Whaler Bay"
2025-07-28,"Echo Bay",24.6545833333333,"ECH",50.745688,-126.499202,"2025","Jul",2,15,"Sunny","N",17,1,18,9,1.2,"None",30,"Echo Bay"
2025-07-28,"Horseshoe Bay",14.039375,"HOR",49.375655,-123.27313,"2025","Jul",2,21,"Sunny","N",0,0,0,0,0,"None",30,"Horseshoe Bay"
2025-07-28,"Indian Arm",21.7535416666667,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",30,"Indian Arm"
2025-07-28,"Miners Bay",25.045,"MIN",48.852116,-123.30153,"2025","Jul",2,17,"Sunny","N",16,0,16,8,0.941176471,"None",30,"Miners Bay"
2025-07-28,"Pender Harbour",22.1183333333333,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Sunny","N",0,0,0,0,0,"None",30,"Pender Harbour"
2025-07-28,"Quathiaski Cove",24.6629166666667,"QUA",50.042604,-125.21604,"2025","Jul",2,17,"Sunny","N",3,0,3,1.5,0.176470588,"None",30,"Quathiaski Cove"
2025-07-29,"Hope Bay",26.2572916666667,"HOP",48.803253,-123.27521,"2025","Jul",1,8.5,"Sunny","N",24,25,49,49,5.764705882,"None",30,"Hope Bay"
2025-07-29,"Pender Harbour",21.7635416666667,"PDH",49.623357,-124.02568,"2025","Jul",1,8.5,"Sunny","N",2,0,2,2,0.235294118,"None",30,"Pender Harbour"
2025-07-29,"Silva Bay",21.3647916666667,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Sunny","N",0,1,1,0.5,0.058823529,"None",30,"Silva Bay"
2025-07-30,"Daajing Giids",27.08,"DAA",53.252061,-132.07252,"2025","Jul",2,16,"Sunny","N",0,0,0,0,0,"None",31,"Daajing Giids"
2025-07-30,"Echo Bay",23.193125,"ECH",50.745688,-126.499202,"2025","Jul",2,17,"Overcast","N",8,0,8,4,0.470588235,"None",31,"Echo Bay"
2025-07-30,"Horseshoe Bay",12.9345833333333,"HOR",49.375655,-123.27313,"2025","Jul",2,17,"Sunny","N",2,0,2,1,0.117647059,"None",31,"Horseshoe Bay"
2025-07-30,"Indian Arm",21.9983333333333,"IND",49.461387,-122.88625,"2025","Jul",2,17,"Sunny,Windy","N",0,0,0,0,0,"None",31,"Indian Arm"
2025-07-30,"Quathiaski Cove",24.3566666666667,"QUA",50.042604,-125.21604,"2025","Jul",2,17,"Sunny","N",4,0,4,2,0.235294118,"None",31,"Quathiaski Cove"
2025-07-31,"Ford Cove",24.1360416666667,"FOR",49.497028,-124.67667,"2025","Jul",1,11,"Sunny","N",0,0,0,0,0,"None",31,"Ford Cove"
2025-07-31,"Silva Bay",23.406875,"SIL",49.149062,-123.69713,"2025","Jul",2,17,"Overcast","N",0,0,0,0,0,"None",31,"Silva Bay"
2025-07-31,"Whaler Bay",23.085625,"WHA",48.884619,-123.32731,"2025","Jul",4,34,"Sunny","N",2,1,3,0.75,0.088235294,"None",31,"Whaler Bay"
2025-08-01,"Daajing Giids",27.0291666666667,"DAA",53.252061,-132.07252,"2025","Aug",2,16,"Sunny","N",0,0,0,0,0,"None",31,"Daajing Giids"
2025-08-01,"Echo Bay",24.0195833333333,"ECH",50.745688,-126.499202,"2025","Aug",2,17,"Sunny","N",13,0,13,6.5,0.764705882,"None",31,"Echo Bay"
2025-08-01,"Indian Arm",21.7847916666667,"IND",49.461387,-122.88625,"2025","Aug",1,8.5,"Sunny,Windy","N",0,0,0,0,0,"None",31,"Indian Arm"
2025-08-01,"Miners Bay",23.665,"MIN",48.852116,-123.30153,"2025","Aug",2,17,"Sunny","N",658,0,658,329,38.70588235,"None",31,"Miners Bay"
2025-08-01,"Pender Harbour",22.02625,"PDH",49.623357,-124.02568,"2025","Aug",1,8.5,"Sunny","N",0,0,0,0,0,"None",31,"Pender Harbour"
2025-08-01,"Port Moody",23.6239583333333,"MOO",49.30056,-122.87578,"2025","Aug",2,17,"Sunny","N",5,0,5,2.5,0.294117647,"None",31,"Port Moody"
2025-08-01,"Quathiaski Cove",24.0277083333333,"QUA",50.042604,-125.21604,"2025","Aug",2,17,"Sunny","N",2,0,2,1,0.117647059,"None",31,"Quathiaski Cove"
2025-08-01,"Whaler Bay",23.975,"WHA",48.884619,-123.32731,"2025","Aug",1,8.5,"Sunny","N",90,0,90,90,10.58823529,"BAT",31,"Whaler Bay"
2025-08-02,"Ford Cove",22.901875,"FOR",49.497028,-124.67667,"2025","Aug",1,8.5,"Sunny","N",0,0,0,0,0,"None",31,"Ford Cove"
2025-08-02,"Hope Bay",25.9752083333333,"HOP",48.803253,-123.27521,"2025","Aug",1,8.5,"Sunny,Windy","N",331,11,342,342,40.23529412,"None",31,"Hope Bay"
2025-08-02,"Silva Bay",23.9304166666667,"SIL",49.149062,-123.69713,"2025","Aug",2,17,"Overcast","N",0,0,0,0,0,"None",31,"Silva Bay"
2025-08-02,"Whaler Bay",24.6020833333333,"WHA",48.884619,-123.32731,"2025","Aug",1,8.5,"Sunny","N",45,3,48,48,5.647058824,"None",31,"Whaler Bay"
2025-08-03,"Daajing Giids",26.9741666666667,"DAA",53.252061,-132.07252,"2025","Aug",2,16,"Windy","N",0,1,1,0.5,0.0625,"None",31,"Daajing Giids"
2025-08-03,"Echo Bay",22.9833333333333,"ECH",50.745688,-126.499202,"2025","Aug",2,17,"Overcast","N",2,0,2,1,0.117647059,"None",31,"Echo Bay"
2025-08-03,"Horseshoe Bay",14.7675,"HOR",49.375655,-123.27313,"2025","Aug",2,17,"Overcast","N",0,0,0,0,0,"None",31,"Horseshoe Bay"
2025-08-03,"Indian Arm",22.2266666666667,"IND",49.461387,-122.88625,"2025","Aug",1,4,"Overcast,Windy","N",0,0,0,0,0,"HRS",31,"Indian Arm"
2025-08-03,"Port Moody",22.6825,"MOO",49.30056,-122.87578,"2025","Aug",2,17,"Overcast,Windy","N",0,0,0,0,0,"None",31,"Port Moody"
2025-08-03,"Silva Bay",23.5502083333333,"SIL",49.149062,-123.69713,"2025","Aug",1,8.5,"Overcast","N",0,0,0,0,0,"None",31,"Silva Bay"
2025-08-04,"Miners Bay",23.4227083333333,"MIN",48.852116,-123.30153,"2025","Aug",2,17,"Sunny","N",36,8,44,22,2.588235294,"None",31,"Miners Bay"
2025-08-05,"Echo Bay",21.6085416666667,"ECH",50.745688,-126.499202,"2025","Aug",2,17,"Rain","N",62,0,62,31,3.647058824,"None",31,"Echo Bay"
2025-08-05,"Ford Cove",26.4125,"FOR",49.497028,-124.67667,"2025","Aug",1,8.5,"Overcast","N",0,0,0,0,0,"None",31,"Ford Cove"
2025-08-05,"Hope Bay",25.8541666666667,"HOP",48.803253,-123.27521,"2025","Aug",1,9.5,"Overcast","N",50,26,76,76,8,"None",31,"Hope Bay"
2025-08-05,"Horseshoe Bay",13.7729166666667,"HOR",49.375655,-123.27313,"2025","Aug",2,19,"Overcast","N",2,0,2,1,0.105263158,"None",31,"Horseshoe Bay"
2025-08-05,"Indian Arm",21.9177083333333,"IND",49.461387,-122.88625,"2025","Aug",1,2,"Rain,Overcast","N",0,0,0,0,0,"HRS",31,"Indian Arm"
2025-08-05,"Pender Harbour",21.66375,"PDH",49.623357,-124.02568,"2025","Aug",1,9.5,"Overcast","N",0,0,0,0,0,"None",31,"Pender Harbour"
2025-08-05,"Quathiaski Cove",24.033125,"QUA",50.042604,-125.21604,"2025","Aug",2,19,"Overcast,Windy","N",1,0,1,0.5,0.052631579,"None",31,"Quathiaski Cove"
2025-08-05,"Silva Bay",20.289375,"SIL",49.149062,-123.69713,"2025","Aug",2,17,"Overcast","N",1,0,1,0.5,0.058823529,"None",31,"Silva Bay"
2025-08-05,"Whaler Bay",24.7552083333333,"WHA",48.884619,-123.32731,"2025","Aug",3,25.5,"Overcast,Windy","N",6,17,23,7.666666667,0.901960784,"None",31,"Whaler Bay"
2025-08-06,"Daajing Giids",26.70875,"DAA",53.252061,-132.07252,"2025","Aug",2,16,"Overcast","N",0,0,0,0,0,"None",32,"Daajing Giids"
2025-08-06,"Miners Bay",24.583125,"MIN",48.852116,-123.30153,"2025","Aug",2,19,"Overcast","N",5,1,6,3,0.315789474,"None",32,"Miners Bay"
2025-08-06,"Pender Harbour",22.0120833333333,"PDH",49.623357,-124.02568,"2025","Aug",1,9.5,"Rain,Overcast","N",1,0,1,1,0.105263158,"None",32,"Pender Harbour"
2025-08-06,"Port Moody",22.688125,"MOO",49.30056,-122.87578,"2025","Aug",2,19,"Rain,Overcast","N",0,1,1,0.5,0.052631579,"None",32,"Port Moody"
2025-08-06,"Quathiaski Cove",24.1747916666667,"QUA",50.042604,-125.21604,"2025","Aug",1,9.5,"Sunny","N",0,0,0,0,0,"None",32,"Quathiaski Cove"
2025-08-06,"Whaler Bay",26.158125,"WHA",48.884619,-123.32731,"2025","Aug",1,9.5,"Sunny","N",4,0,4,4,0.421052632,"None",32,"Whaler Bay"
2025-08-07,"Echo Bay",18.1104166666667,"ECH",50.745688,-126.499202,"2025","Aug",2,19,"Overcast","N",4,0,4,2,0.210526316,"None",32,"Echo Bay"
2025-08-07,"Ford Cove",26.9129166666667,"FOR",49.497028,-124.67667,"2025","Aug",1,9.5,"Sunny","N",0,0,0,0,0,"None",32,"Ford Cove"
2025-08-07,"Hope Bay",26.2370833333333,"HOP",48.803253,-123.27521,"2025","Aug",1,9.5,"Sunny","N",20,2,22,22,2.315789474,"None",32,"Hope Bay"
2025-08-07,"Horseshoe Bay",12.6602083333333,"HOR",49.375655,-123.27313,"2025","Aug",1,9.5,"Overcast,Windy","N",3,0,3,1.5,0.315789474,"BAT",32,"Horseshoe Bay"
2025-08-07,"Indian Arm",20.0770833333333,"IND",49.461387,-122.88625,"2025","Aug",1,2,"Overcast,Windy","N",0,0,0,0,0,"HRS",32,"Indian Arm"
2025-08-07,"Silva Bay",21.72625,"SIL",49.149062,-123.69713,"2025","Aug",2,17,"Sunny","N",2,0,2,1,0.210526316,"None",32,"Silva Bay"
2025-08-07,"Whaler Bay",23.3133333333333,"WHA",48.884619,-123.32731,"2025","Aug",1,9.5,"Sunny,Windy","N",29,3,32,32,3.368421053,"None",32,"Whaler Bay"
2025-08-08,"Miners Bay",22.2533333333333,"MIN",48.852116,-123.30153,"2025","Aug",2,19,"Sunny","N",3,2,5,2.5,0.263157895,"None",32,"Miners Bay"
2025-08-08,"Pender Harbour",22.5735416666667,"PDH",49.623357,-124.02568,"2025","Aug",1,9.5,"Sunny,Windy","N",2,0,2,2,0.210526316,"None",32,"Pender Harbour"
2025-08-08,"Port Moody",23.1083333333333,"MOO",49.30056,-122.87578,"2025","Aug",2,19,"Sunny","N",0,0,0,0,0,"None",32,"Port Moody"
2025-08-08,"Quathiaski Cove",23.73,"QUA",50.042604,-125.21604,"2025","Aug",2,19,"Overcast","N",2,0,2,1,0.105263158,"None",32,"Quathiaski Cove"
2025-08-08,"Whaler Bay",18.81875,"WHA",48.884619,-123.32731,"2025","Aug",1,9.5,"Sunny,Overcast","N",16,2,18,18,1.894736842,"None",32,"Whaler Bay"
